"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         453,      -4.210429113,      -1.340702057,      -1.739644339,       1.002152306
          0,           0,         454,       -4.19324257,      -1.343066371,      -1.710104495,       1.041092967
          0,           0,         455,      -4.144114469,      -1.345957448,      -1.618756528,       1.150319093
          0,           0,         456,      -4.207035046,      -1.345162369,      -1.743597207,      0.9973096676
          0,           0,         457,      -4.195124146,      -1.345844473,      -1.708409652,       1.022940268
          0,           0,         458,      -4.147650459,       -1.34886289,      -1.614362869,       1.136096526
          0,           0,         459,      -4.208996506,       -1.34595337,      -1.743841217,      0.9795603734
          0,           0,         460,      -4.200369413,      -1.346717963,      -1.707969499,       1.005670513
          0,           0,         461,      -4.156578431,      -1.350149847,      -1.612530678,       1.120707718
          0,           0,         462,      -4.218220322,      -1.346831692,      -1.744979149,      0.9634240992
          0,           0,         463,       -4.21190936,      -1.348014132,      -1.710343065,      0.9906149526
          0,           0,         464,      -4.171878985,      -1.351526346,      -1.616503114,       1.103387644
          0,           0,         465,      -4.110344073,      -1.356494701,       -1.49895465,       1.232620955
          0,           0,         466,      -4.226597377,      -1.350486224,      -1.745854414,      0.9760765609
          0,           0,         467,      -4.226762642,      -1.351740989,      -1.714778207,      0.9804829486
          0,           0,         468,      -4.188970107,      -1.354554897,       -1.62543709,       1.088459515
          0,           0,         469,       -4.24241396,      -1.352432257,      -1.750812914,      0.9549046433
          0,           0,         470,      -4.234397032,      -1.354655405,      -1.717815924,      0.9802447012
          0,           0,         471,      -4.197288964,      -1.358021434,       -1.63228338,       1.081224854
          0,           0,         472,      -4.247126153,      -1.356328992,       -1.75400868,       0.957744041
          0,           0,         473,      -4.239996556,      -1.358257658,      -1.721989841,      0.9762254254
          0,           0,         474,      -4.205541253,      -1.361301714,      -1.639874527,       1.069409963
          0,           0,         475,      -4.250272803,      -1.359493501,      -1.755364336,      0.9582371659
          0,           0,         476,      -4.244606558,      -1.361494689,      -1.723606571,      0.9729361782
          0,           0,         477,      -4.212455007,      -1.364239365,      -1.645516416,        1.06150099
          0,           0,         478,      -4.252896593,      -1.362416538,      -1.754411771,      0.9556508448
          0,           0,         479,      -4.246564421,      -1.364555595,      -1.723593076,      0.9720092224
          0,           0,         480,      -4.215099735,      -1.367123813,      -1.649185896,       1.060033251
          0,           0,         481,      -4.256056648,       -1.36543747,      -1.753777016,      0.9490731206
          0,           0,         482,      -4.248127346,      -1.367672233,      -1.724261771,      0.9688126764
          0,           0,         483,      -4.217139369,      -1.370471072,      -1.652349605,       1.056487201
          0,           0,         484,      -4.261920948,      -1.369147266,      -1.755073005,      0.9370272816
          0,           0,         485,      -4.253338989,      -1.371497003,      -1.727706313,      0.9602764799
          0,           0,         486,       -4.22333351,      -1.374784534,      -1.657564093,       1.047792267
          0,           0,         487,      -4.181802209,      -1.377201672,      -1.565227611,       1.143591828
          0,           0,         488,      -4.273558304,       -1.37506961,      -1.753805793,      0.9291638734
          0,           0,         489,      -4.264759397,      -1.377501688,      -1.732587534,      0.9484968015
          0,           0,         490,      -4.234492445,      -1.380897355,       -1.66403072,       1.037846657
          0,           0,         491,      -4.187912435,      -1.383768437,      -1.562982888,       1.143643771
          0,           0,         492,      -4.283515717,      -1.382769484,      -1.762089162,      0.9176161003
          0,           0,         493,      -4.273810888,      -1.386010523,      -1.743538614,      0.9418606881
          0,           0,         494,      -4.242593878,      -1.389634753,      -1.676231103,         1.0337246
          0,           0,         495,      -4.284741223,      -1.390989318,      -1.776006496,      0.9144348072
          0,           0,         496,      -4.274717628,       -1.39477811,      -1.756486968,      0.9460609002
          0,           0,         497,      -4.243598814,      -1.398515088,      -1.688959174,       1.036370032
          0,           0,         498,      -4.287011924,      -1.399749688,      -1.784926335,      0.9144437417
          0,           0,         499,       -4.27628657,      -1.402746357,      -1.766296037,      0.9429471965
          0,           0,         500,      -4.243662163,      -1.406116237,       -1.69722021,       1.036631359
          0,           0,         501,      -4.288780374,        -1.4064069,      -1.793964827,      0.9119193291
          0,           0,         502,      -4.281282533,       -1.40822043,      -1.774667435,      0.9337217772
          0,           0,         503,      -4.248541174,      -1.411459904,      -1.703128003,       1.029650234
          0,           0,         504,      -4.295430207,      -1.410845185,      -1.803011269,      0.9029050353
          0,           0,         505,      -4.293041787,      -1.412262295,      -1.782828532,      0.9192412275
          0,           0,         506,      -4.259809696,      -1.415571806,      -1.708920159,       1.018971484
          0,           0,         507,      -4.190697527,      -1.418729316,      -1.596706378,       1.161388506
          0,           0,         508,      -4.306048566,      -1.416147116,      -1.811208387,      0.9063141889
          0,           0,         509,      -4.309666272,      -1.417897129,      -1.792090208,      0.9061666446
          0,           0,         510,       -4.27473011,      -1.420991047,      -1.715266823,       1.007639668
          0,           0,         511,      -4.199613208,      -1.424193777,      -1.598091663,       1.156658616
          0,           0,         512,      -4.318892801,      -1.421138447,      -1.826999374,      0.8859916759
          0,           0,         513,      -4.321373035,      -1.423399088,      -1.804219755,      0.8904126394
          0,           0,         514,      -4.284719489,      -1.426413182,      -1.724699111,      0.9934978559
          0,           0,         515,      -4.211863522,      -1.429626274,      -1.605778823,       1.138922309
          0,           0,         516,      -4.328899316,      -1.426588376,      -1.842626373,      0.8680016426
          0,           0,         517,      -4.331571243,      -1.429231412,      -1.817207532,      0.8731542415
          0,           0,         518,      -4.294074574,      -1.432003966,       -1.73758335,      0.9771920739
          0,           0,         519,      -4.222258591,      -1.435223399,      -1.616708942,       1.121626619
          0,           0,         520,       -4.13191971,      -1.438323521,      -1.500876036,        1.26508089
          0,           0,         521,      -4.334106393,      -1.432381525,      -1.852481226,      0.8816630993
          0,           0,         522,      -4.346480874,      -1.436231907,      -1.826300064,      0.8573159889
          0,           0,         523,      -4.308722625,      -1.438814753,      -1.747680208,      0.9565436354
          0,           0,         524,      -4.235194652,      -1.441885236,      -1.624945291,       1.103520175
          0,           0,         525,      -4.142105437,      -1.444884788,      -1.503180807,       1.250892382
          0,           0,         526,      -4.348452159,       -1.43998865,      -1.867339914,      0.8604122199
          0,           0,         527,      -4.356901805,      -1.444309999,      -1.840434571,      0.8408878261
          0,           0,         528,      -4.318485028,      -1.446953137,      -1.762809609,      0.9413151188
          0,           0,         529,      -4.239823375,      -1.449968175,      -1.635333159,       1.097473885
          0,           0,         530,      -4.144005025,      -1.452509176,      -1.512435483,       1.246468992
          0,           0,         531,       -4.35853373,       -1.44861143,      -1.882462591,       0.851287731
          0,           0,         532,      -4.363740267,      -1.453044924,      -1.856057992,      0.8386427087
          0,           0,         533,      -4.326019514,      -1.455798953,      -1.778600413,      0.9344608685
          0,           0,         534,      -4.385305157,      -1.456470542,      -1.904116966,      0.7996257258
          0,           0,         535,      -4.379553213,       -1.45949951,      -1.877317201,      0.8223839111
          0,           0,         536,      -4.340114313,       -1.46215818,      -1.798761855,      0.9211847454
          0,           0,         537,      -4.257428698,      -1.464823876,      -1.671549741,       1.079458392
          0,           0,         538,      -4.391561051,      -1.463338914,      -1.918687917,      0.8043623487
          0,           0,         539,      -4.384863187,      -1.466209522,      -1.892302217,       0.822914306
          0,           0,         540,      -4.345624613,       -1.46872961,      -1.812798189,      0.9175662677
          0,           0,         541,      -4.264344892,      -1.471096989,      -1.685315938,        1.07167314
          0,           0,         542,      -4.399128633,       -1.46960599,      -1.934482895,      0.8018141652
          0,           0,         543,      -4.393216084,      -1.471938377,      -1.908614894,      0.8173468894
          0,           0,         544,      -4.355670834,      -1.474269236,      -1.828025797,      0.9075884158
          0,           0,         545,      -4.279665155,      -1.476425111,       -1.70431337,       1.052683518
          0,           0,         546,       -4.40742136,      -1.474885386,      -1.950751161,      0.7984427294
          0,           0,         547,      -4.402933113,        -1.4765716,      -1.925499829,       0.809270739
          0,           0,         548,      -4.367444981,       -1.47869983,      -1.843672527,      0.8951872929
          0,           0,         549,      -4.297525754,      -1.480839539,      -1.720478861,        1.03044287
          0,           0,         550,      -4.414778226,      -1.479170477,      -1.967198097,      0.7944106437
          0,           0,         551,      -4.411513751,      -1.480132999,       -1.94225632,      0.8010846597
          0,           0,         552,      -4.378583784,      -1.482062662,      -1.859281835,      0.8825158708
          0,           0,         553,      -4.421631499,      -1.481476431,      -1.984998251,      0.7896900254
          0,           0,         554,      -4.419948139,      -1.481351756,      -1.960520697,      0.7937001222
          0,           0,         555,      -4.388150535,      -1.482947149,      -1.875996107,      0.8736381478
          0,           0,         556,      -4.421647958,      -1.481755414,      -1.998719352,      0.7968710874
          0,           0,         557,      -4.420813018,      -1.480444238,      -1.974786951,      0.7950221663
          0,           0,         558,      -4.391251359,      -1.481406217,      -1.889032852,       0.870893767
          0,           0,         559,      -4.416956786,      -1.479249428,      -2.010413264,      0.8112141839
          0,           0,         560,      -4.417946666,      -1.476260115,      -1.986690708,      0.8030003021
          0,           0,         561,      -4.390858066,      -1.475971908,      -1.899110405,      0.8728546037
          0,           0,         562,      -4.407623985,      -1.472201181,      -2.018970775,      0.8358091214
          0,           0,         563,      -4.410561997,      -1.466708756,      -1.995920568,      0.8222118165
          0,           0,         564,      -4.385912714,      -1.464021619,      -1.906173901,      0.8833231661
          0,           0,         565,      -4.389777611,      -1.457579202,      -2.021600355,      0.8776534419
          0,           0,         566,      -4.393323077,      -1.447562389,         -2.000506,      0.8640471473
          0,           0,         567,      -4.376024838,       -1.44081524,      -1.907976015,      0.9031506109
          0,           0,         568,      -4.302853689,      -1.439026967,      -1.762557481,       1.041482748
          0,           0,         569,      -4.362369931,      -1.429910023,      -2.018025877,      0.9330548756
          0,           0,         570,      -4.365160283,      -1.412444438,      -1.998433122,      0.9193719711
          0,           0,         571,      -4.354211452,      -1.394989216,      -1.907856934,      0.9377988703
          0,           0,         572,      -4.286060886,      -1.384570801,      -1.768241902,       1.059482159
          0,           0,         573,      -4.275637481,      -1.357896982,      -1.992605701,       1.068785671
          0,           0,         574,      -4.405798719,      -1.380450824,      -1.985695477,      0.8303520723
          0,           0,         575,      -4.398801157,      -1.385111906,       -1.90561444,       0.866656141
          0,           0,         576,      -4.324845637,      -1.386587576,      -1.752423332,       1.015221292
          0,           0,         577,      -4.410384072,      -1.409790485,      -2.000798012,      0.8563415913
          0,           0,         578,      -4.411963096,      -1.414303587,      -1.972331531,      0.8709382721
          0,           0,         579,      -4.387607313,      -1.412773219,      -1.898041631,      0.9316122198
          0,           0,         580,      -4.392332002,      -1.425559048,      -1.988815718,      0.9175405729
          0,           0,         581,      -4.399379863,      -1.422692969,      -1.949118836,      0.9241939064
          0,           0,         582,      -4.376010413,      -1.420951471,      -1.862664483,      0.9790805731
          0,           0,         583,      -4.386038385,      -1.418462356,      -1.963344369,      0.9486792245
          0,           0,         584,      -4.407453967,      -1.416011725,      -1.928142381,      0.9093979946
          0,           0,         585,      -4.377267537,      -1.416818531,      -1.841307433,      0.9671030404
          0,           0,         586,      -4.285316215,      -1.418460451,      -1.736723176,        1.11579027
          0,           0,         587,      -4.385287988,      -1.415348891,      -1.927670594,      0.9562840532
          0,           0,         588,      -4.395069644,      -1.411197024,      -1.883129573,      0.8896435574
          0,           0,         589,      -4.376041153,      -1.403256948,      -1.833809924,      0.9051891496
          0,           0,         590,      -4.323731369,      -1.400945995,      -1.740958038,       1.028905919
          0,           0,         591,      -4.291869281,      -1.368945902,      -1.855801585,       1.050076718
          0,           0,         592,      -4.384236069,      -1.357038905,      -1.822936869,      0.9069961008
          0,           0,         593,      -4.341811225,      -1.354097051,      -1.747856683,       1.004434165
          0,           0,         594,      -4.285086597,      -1.325604967,       -1.82846379,       1.068775347
          0,           0,         595,      -4.374639915,      -1.314929253,      -1.813732413,      0.9287235609
          0,           0,         596,      -4.338470708,       -1.31385612,      -1.713446029,       1.013872362
          0,           0,         597,      -4.291054709,      -1.292750413,      -1.799018971,       1.075572776
          0,           0,         598,      -4.359428195,      -1.286123467,      -1.793163837,      0.9703642968
          0,           0,         599,       -4.36268377,      -1.290625653,      -1.726829502,      0.9836058349
          0,           0,         600,      -4.293708007,      -1.282097262,      -1.806837556,       1.087343268
          0,           0,         601,      -4.359263562,      -1.284068811,      -1.816811626,      0.9902616522
          0,           0,         602,      -4.372402945,      -1.291572598,      -1.759125897,      0.9790637832
          0,           0,         603,      -4.309288257,      -1.291699597,      -1.843684555,       1.079250747
          0,           0,         604,       -4.36536368,      -1.297583109,      -1.857886949,      0.9967192128
          0,           0,         605,      -4.364131255,      -1.304802978,      -1.804492156,      0.9963228484
          0,           0,         606,      -4.337616897,      -1.309350195,      -1.884877044,       1.050223909
          0,           0,         607,      -4.371893357,        -1.3165597,      -1.890752589,      0.9860470374
          0,           0,         608,      -4.365835507,      -1.324319497,      -1.806330696,      0.9821468877
          0,           0,         609,      -4.364360955,      -1.326909986,      -1.905404393,       1.012334897
          0,           0,         610,      -4.390804623,      -1.334447916,      -1.887090498,      0.9376638867
          0,           0,         611,      -4.385575596,      -1.337852966,      -1.789095892,      0.9410444334
          0,           0,         612,       -4.37388126,      -1.340561656,      -1.903107548,       0.971503337
          0,           0,         613,      -4.383303178,      -1.345440018,      -1.872681175,      0.9292511431
          0,           0,         614,      -4.367663187,      -1.344613618,      -1.807840503,      0.9532733894
          0,           0,         615,      -4.348324997,       -1.35060709,      -1.891221052,      0.9952823929
          0,           0,         616,      -4.340266093,      -1.354881276,      -1.876688904,      0.9908244382
          0,           0,         617,      -4.356373593,      -1.366199627,      -1.872916259,      0.9792505231
          0,           0,         618,       -4.34462319,       -1.37290375,      -1.851086558,      0.9826474066
          0,           0,         619,      -4.385207454,      -1.387754967,      -1.872606495,      0.9302339604
          0,           0,         620,      -4.374331096,      -1.397234042,       -1.82803845,      0.9281277443
          0,           0,         621,      -4.341495855,      -1.397059085,      -1.763940122,      0.9756220213
          0,           0,         622,      -4.401114257,      -1.409077129,      -1.854583677,      0.8943037693
          0,           0,         623,      -4.394237269,      -1.414690957,      -1.808628363,       0.890216057
          0,           0,         624,      -4.418586879,      -1.425163323,      -1.847977091,      0.8543785876
          0,           0,         625,      -4.406198453,      -1.426576663,      -1.795578955,       0.870224791
          0,           0,         626,      -4.404471661,      -1.426812199,      -1.836553622,      0.8778464481
          0,           0,         627,      -4.402381705,      -1.424261364,      -1.782626201,      0.8851676556
          0,           0,         628,       -4.37957354,      -1.414011338,      -1.828965005,       0.931896974
          0,           0,         629,      -4.373181352,      -1.400412402,      -1.783685255,      0.9467039184
          0,           0,         630,      -4.321186557,      -1.384367423,      -1.828625228,       1.034895396
          0,           0,         631,      -4.311783238,      -1.373851256,      -1.802174639,        1.04624009
          0,           0,         632,      -4.300869586,      -1.366733875,      -1.811392259,       1.075141681
          0,           0,         633,      -4.337511684,      -1.370073682,      -1.778465423,       1.011514453
          0,           0,         634,      -4.285962702,      -1.375027807,      -1.676105379,       1.090154908
          0,           0,         635,       -4.38920174,      -1.374905344,      -1.807323672,      0.9483880418
          0,           0,         636,      -4.412892299,      -1.387309222,      -1.761691286,      0.8837245103
          0,           0,         637,       -4.36184616,      -1.390295085,      -1.657224155,      0.9857639265
          0,           0,         638,      -4.414991595,      -1.392522699,      -1.806245967,       0.914297641
          0,           0,         639,      -4.417406136,      -1.401430937,      -1.760871966,      0.8996969369
          0,           0,         640,      -4.428553636,      -1.414750469,      -1.816373239,      0.8987484834
          0,           0,         641,       -4.42908772,      -1.416815647,      -1.767228274,      0.8902663624
          0,           0,         642,      -4.420826807,      -1.419974082,      -1.807646525,      0.9058780659
          0,           0,         643,      -4.413990106,      -1.418199023,      -1.752125248,      0.9099635712
          0,           0,         644,      -4.378649213,      -1.416115777,      -1.796279614,      0.9685682069
          0,           0,         645,      -4.367661368,       -1.41331489,      -1.739341393,      0.9776061896
          0,           0,         646,       -4.34859119,      -1.407192059,      -1.778252161,       1.006610415
          0,           0,         647,      -4.349568723,      -1.402295161,       -1.72378929,      0.9954830878
          0,           0,         648,      -4.312046895,      -1.409368244,      -1.632975669,       1.052676911
          0,           0,         649,      -4.380096199,      -1.402786367,      -1.757757295,      0.9416980512
          0,           0,         650,      -4.376334542,      -1.408207355,      -1.716088841,      0.9441198311
          0,           0,         651,      -4.343958791,      -1.415068404,      -1.630666864,       1.001313916
          0,           0,         652,      -4.388674707,      -1.412002255,      -1.761569348,      0.9283804713
          0,           0,         653,       -4.38802382,        -1.4167194,      -1.721008154,      0.9290785832
          0,           0,         654,       -4.39621628,       -1.41789959,      -1.781812752,      0.9157166881
          0,           0,         655,      -4.401714854,      -1.418684821,      -1.738317899,      0.9053332567
          0,           0,         656,      -4.371472591,      -1.422894468,      -1.654605542,      0.9654679493
          0,           0,         657,       -4.41807782,      -1.417105387,      -1.782607002,      0.8890362852
          0,           0,         658,      -4.410379925,      -1.418145911,      -1.747649064,      0.9107717728
          0,           0,         659,      -4.376177449,      -1.421678581,       -1.66865036,      0.9779538855
          0,           0,         660,      -4.427753503,      -1.416396029,      -1.788422581,      0.8907385145
          0,           0,         661,      -4.413029959,      -1.418481986,      -1.755013598,      0.9292820801
          0,           0,         662,       -4.43364681,      -1.415859017,      -1.793915115,      0.8925902269
          0,           0,         663,      -4.426108974,      -1.418995163,      -1.755306392,      0.9174043904
          0,           0,         664,      -4.399009306,      -1.423218154,      -1.681577834,      0.9671667644
          0,           0,         665,      -4.447845287,      -1.419598509,      -1.796900477,      0.8692601817
          0,           0,         666,      -4.436034571,      -1.423245224,      -1.754963733,      0.9021737607
          0,           0,         667,       -4.40909751,       -1.42665524,      -1.689447811,       0.949837891
          0,           0,         668,       -4.44811852,      -1.424578099,      -1.800600821,      0.8631989455
          0,           0,         669,      -4.437376277,      -1.427777058,      -1.761735014,      0.8898286382
          0,           0,         670,      -4.407609404,      -1.430179867,      -1.699620365,      0.9413304447
          0,           0,         671,      -4.438645212,      -1.429327287,       -1.80429832,      0.8712446376
          0,           0,         672,      -4.432662009,      -1.431654778,      -1.769823479,      0.8872273137
          0,           0,         673,        -4.4032387,      -1.432896314,      -1.709106873,      0.9375137824
          0,           0,         674,      -4.429882127,      -1.431477467,      -1.808159922,       0.880823998
          0,           0,         675,      -4.427145635,      -1.433670418,      -1.778817769,       0.889958816
          0,           0,         676,      -4.398700551,      -1.434034837,      -1.719091385,      0.9379153728
          0,           0,         677,       -4.42379461,      -1.431506953,      -1.812579084,      0.8892431204
          0,           0,         678,      -4.422258841,      -1.433778116,      -1.789172671,       0.896545305
          0,           0,         679,      -4.393741935,      -1.433578615,      -1.730351406,      0.9443605634
          0,           0,         680,      -4.421912366,      -1.430270156,      -1.816987251,      0.8938050552
          0,           0,         681,      -4.417776494,      -1.432635509,      -1.798889015,      0.9061792632
          0,           0,         682,      -4.388399299,      -1.431952411,       -1.74134128,      0.9549156757
          0,           0,         683,      -4.424238639,      -1.428365535,      -1.819504616,      0.8911603731
          0,           0,         684,      -4.414484346,      -1.430848803,      -1.803394215,      0.9131567878
          0,           0,         685,      -4.385291262,      -1.429788907,       -1.74849113,      0.9615719477
          0,           0,         686,      -4.428517183,      -1.426831335,      -1.819260281,      0.8823452309
          0,           0,         687,      -4.413582261,      -1.429485168,      -1.799924887,      0.9124890338
          0,           0,         688,      -4.385296289,      -1.428580631,      -1.749376733,      0.9600246306
          0,           0,         689,      -4.432602268,      -1.426735383,       -1.81678305,      0.8703145584
          0,           0,         690,      -4.414025786,      -1.429448816,      -1.791537334,      0.9058316509
          0,           0,         691,      -4.387430616,      -1.429282073,      -1.743803799,      0.9513788349
          0,           0,         692,      -4.431948817,      -1.428295876,      -1.812879973,      0.8651556366
          0,           0,         693,      -4.414536108,      -1.430580656,      -1.784178271,      0.8976930396
          0,           0,         694,      -4.388560267,      -1.431443637,      -1.734633144,      0.9424126068
          0,           0,         695,      -4.424770909,      -1.430760059,      -1.809221632,      0.8739170319
          0,           0,         696,      -4.411986476,      -1.431936233,       -1.77980761,      0.8963903744
          0,           0,         697,      -4.385799869,      -1.433486911,      -1.726905696,      0.9403128622
          0,           0,         698,      -4.416778538,      -1.432622882,      -1.806975845,      0.8873316043
          0,           0,         699,      -4.406757403,      -1.432348428,      -1.778726392,      0.9032696875
          0,           0,         700,       -4.37991798,      -1.433696458,      -1.724248113,      0.9461937873
          0,           0,         701,      -4.413155094,      -1.432355072,      -1.805108673,      0.8949375028
          0,           0,         702,      -4.403115357,      -1.430944961,      -1.780260064,      0.9103160237
          0,           0,         703,      -4.375367781,      -1.431407514,      -1.727117566,      0.9531997804
          0,           0,         704,      -4.413629106,      -1.430097418,      -1.802400759,      0.8955996254
          0,           0,         705,      -4.403150226,      -1.428563672,      -1.781035637,      0.9118101642
          0,           0,         706,      -4.375889536,      -1.428646468,      -1.728058918,      0.9546084485
          0,           0,         707,      -4.414239943,      -1.427788234,      -1.800030003,      0.8968397414
          0,           0,         708,      -4.406646146,      -1.427570002,      -1.779085314,       0.907374325
          0,           0,         709,       -4.38184384,      -1.427953734,      -1.722188151,      0.9482994916
          0,           0,         710,      -4.414876535,       -1.42627976,      -1.799352722,      0.8987183121
          0,           0,         711,      -4.412439347,        -1.4269457,      -1.775975135,      0.8986252123
          0,           0,         712,      -4.391571856,      -1.427596269,      -1.716000316,      0.9350902009
          0,           0,         713,      -4.419146667,      -1.424157229,      -1.798143818,      0.8926623339
          0,           0,         714,      -4.418997889,      -1.423712358,      -1.772492523,      0.8863161043
          0,           0,         715,      -4.400890199,      -1.424319216,      -1.714633853,      0.9194107916
          0,           0,         716,      -4.424701912,      -1.420572605,      -1.794312313,      0.8817575714
          0,           0,         717,      -4.422502483,       -1.41871064,      -1.767989189,      0.8782689977
          0,           0,         718,      -4.403191726,      -1.418782147,      -1.715801286,      0.9126771095
          0,           0,         719,      -4.348000485,      -1.421964153,        -1.6187559,       1.006519606
          0,           0,         720,      -4.424026395,      -1.419486692,      -1.793963177,      0.8823991663
          0,           0,         721,      -4.420621314,      -1.418976627,      -1.766087289,      0.8846454129
          0,           0,         722,      -4.396412469,      -1.418464918,      -1.708763964,      0.9269385968
          0,           0,         723,      -4.340164861,      -1.422414007,      -1.616617104,       1.019208666
          0,           0,         724,      -4.412176684,      -1.420823504,      -1.792570597,      0.9001416192
          0,           0,         725,      -4.409885155,      -1.423554037,      -1.765600086,      0.9009015866
          0,           0,         726,      -4.385285749,      -1.424181877,      -1.706366079,      0.9453769657
          0,           0,         727,      -4.400758085,      -1.426552944,      -1.796151348,      0.9143476149
          0,           0,         728,      -4.401846193,      -1.429288941,       -1.77092629,      0.9085991943
          0,           0,         729,      -4.381677686,      -1.431436385,      -1.717660939,      0.9465762241
          0,           0,         730,      -4.401638923,      -1.432541177,      -1.804120146,      0.9058317436
          0,           0,         731,      -4.401477807,      -1.433345199,       -1.78114268,      0.9044281492
          0,           0,         732,      -4.380563815,      -1.436554612,      -1.738649928,      0.9437045624
          0,           0,         733,      -4.403419253,      -1.438778037,      -1.807918789,      0.9002223324
          0,           0,         734,      -4.401338518,      -1.440627848,      -1.786896968,      0.9056296306
          0,           0,         735,       -4.38131418,      -1.444639138,      -1.747292155,      0.9450700928
          0,           0,         736,       -4.33601927,      -1.451003734,      -1.664080825,       1.026661268
          0,           0,         737,      -4.409978078,      -1.451524542,      -1.813489528,      0.9016368228
          0,           0,         738,      -4.405739539,      -1.454646536,      -1.792548106,      0.9123247952
          0,           0,         739,       -4.38537329,      -1.458866984,      -1.749417798,      0.9522223995
          0,           0,         740,      -4.406218689,      -1.460878766,      -1.817345656,      0.9193207634
          0,           0,         741,      -4.405464272,      -1.459464789,      -1.789994058,      0.9236437113
          0,           0,         742,       -4.38584739,      -1.462283086,      -1.746046573,      0.9620125195
          0,           0,         743,      -4.412515473,       -1.46145242,      -1.810666075,      0.9203648561
          0,           0,         744,      -4.405919539,      -1.455268798,      -1.782967327,      0.9339765914
          0,           0,         745,      -4.386104961,      -1.456799557,      -1.745818586,      0.9715287871
          0,           0,         746,      -4.344228169,       -1.46044614,      -1.672304998,       1.037004506
          0,           0,         747,       -4.42499448,      -1.458629154,      -1.803397152,       0.903263247
          0,           0,         748,      -4.410637723,       -1.45552267,      -1.779227117,       0.924732684
          0,           0,         749,      -4.391456594,      -1.457306858,      -1.740789983,      0.9583695949
          0,           0,         750,      -4.350161046,       -1.46018878,      -1.671585619,       1.024459013
          0,           0,         751,      -4.422938558,      -1.458608459,       -1.80402158,      0.8966192647
          0,           0,         752,      -4.416274629,      -1.457958603,       -1.78108442,      0.9022040839
          0,           0,         753,       -4.39431909,      -1.459326239,      -1.742405789,      0.9398014072
          0,           0,         754,      -4.348423289,      -1.462632971,      -1.675492109,       1.013724913
          0,           0,         755,      -4.266076219,      -1.465412957,      -1.577101573,       1.132066453
          0,           0,         756,      -4.411036877,      -1.461720395,      -1.803346222,      0.9109739255
          0,           0,         757,      -4.412435108,      -1.463268337,      -1.783090265,      0.9061555786
          0,           0,         758,      -4.386417018,      -1.464202361,      -1.745752634,      0.9500969579
          0,           0,         759,      -4.416739809,      -1.463415146,      -1.805648427,      0.9110667959
          0,           0,         760,      -4.413151809,      -1.463260221,      -1.783765399,      0.9183127512
          0,           0,         761,      -4.388556577,      -1.464707154,      -1.746896466,      0.9569787992
          0,           0,         762,      -4.429737462,       -1.46245433,      -1.799857691,      0.8993626862
          0,           0,         763,      -4.420618679,      -1.460486873,      -1.776325673,       0.917556745
          0,           0,         764,      -4.398549194,      -1.462216502,      -1.737681151,      0.9512343728
          0,           0,         765,       -4.43767396,      -1.459007062,      -1.792883789,      0.8918874154
          0,           0,         766,      -4.424365842,      -1.457725465,      -1.770019791,      0.9122162344
          0,           0,         767,      -4.400086239,      -1.459362949,      -1.729008959,      0.9513477342
          0,           0,         768,      -4.426842554,      -1.458123015,      -1.791245201,      0.9056416514
          0,           0,         769,      -4.407390815,      -1.457380082,      -1.766226438,      0.9294911524
          0,           0,         770,      -4.385222524,      -1.459676865,       -1.72333114,      0.9659622206
          0,           0,         771,      -4.413817123,      -1.458546075,      -1.790958657,      0.9136961429
          0,           0,         772,      -4.392258056,      -1.455274547,       -1.76077014,      0.9368849846
          0,           0,         773,      -4.370662678,      -1.458138997,      -1.714998936,      0.9712365945
          0,           0,         774,       -4.41438634,      -1.456959802,      -1.791245527,      0.9035639314
          0,           0,         775,      -4.396132674,      -1.452310846,      -1.760087479,        0.93022825
          0,           0,         776,      -4.372245861,      -1.454026345,      -1.712633513,      0.9689294033
          0,           0,         777,      -4.329609707,      -1.457115736,      -1.641679112,       1.036642609
          0,           0,         778,      -4.432478238,      -1.456816659,      -1.795822535,      0.8907283794
          0,           0,         779,      -4.421060179,      -1.453646507,       -1.77139682,      0.9111539231
          0,           0,         780,      -4.395706218,      -1.454390069,      -1.724536745,      0.9517098158
          0,           0,         781,      -4.437429835,       -1.45387166,      -1.803724908,      0.8920748166
          0,           0,         782,       -4.43578403,      -1.450334638,      -1.782143397,      0.8932105011
          0,           0,         783,      -4.414760958,      -1.451189984,      -1.737230447,      0.9271486317
          0,           0,         784,      -4.446226875,      -1.450178213,      -1.810456418,       0.873573962
          0,           0,         785,      -4.442270422,      -1.447256799,       -1.78868162,      0.8811580356
          0,           0,         786,       -4.42114174,      -1.448021158,      -1.745258783,      0.9189038243
          0,           0,         787,      -4.450666435,      -1.448317597,      -1.814395104,      0.8599030514
          0,           0,         788,      -4.439423531,      -1.444339275,       -1.78902782,      0.8843485751
          0,           0,         789,      -4.416058646,      -1.443836688,      -1.743404084,       0.928943526
          0,           0,         790,      -4.446751725,      -1.446616114,      -1.815741051,      0.8657663684
          0,           0,         791,      -4.431690466,      -1.446038664,      -1.792724272,      0.9027423301
          0,           0,         792,       -4.40733405,      -1.449159801,      -1.747023997,      0.9470012754
          0,           0,         793,       -4.43791443,      -1.456268792,      -1.822043927,      0.8853188425
