"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,        1461,      -4.673458377,      -1.644808752,      -2.027797672,      0.6878337302
          0,           0,        1462,      -4.651373816,      -1.642913249,      -2.045102683,      0.7006608676
          0,           0,        1463,      -4.666817715,       -1.63453552,      -2.025672381,      0.7012859454
          0,           0,        1464,      -4.640925143,      -1.634852873,      -1.985853697,       0.750981249
          0,           0,        1465,      -4.649252539,      -1.633732925,      -2.038084013,      0.6963129885
          0,           0,        1466,      -4.660379499,      -1.628323305,      -2.029015332,      0.6914004675
          0,           0,        1467,      -4.631181737,      -1.628329342,      -1.987732816,      0.7494525157
          0,           0,        1468,      -4.647634003,      -1.623318356,       -2.03894724,      0.6948110676
          0,           0,        1469,      -4.661243933,      -1.619322068,      -2.026343877,      0.6859174642
          0,           0,        1470,       -4.63805568,      -1.620228679,      -1.984709496,      0.7314406674
          0,           0,        1471,      -4.655245216,      -1.613353085,      -2.036810853,      0.6766293595
          0,           0,        1472,      -4.670732867,      -1.610076012,      -2.020792578,      0.6701923278
          0,           0,        1473,      -4.648378298,      -1.607830961,      -1.977028752,      0.7079616365
          0,           0,        1474,      -4.661699387,      -1.604331297,      -2.030832674,      0.6649245647
          0,           0,        1475,      -4.671954322,      -1.603800131,      -2.018161142,      0.6737712542
          0,           0,        1476,       -4.64128807,      -1.600821215,      -1.979516479,      0.7165887082
          0,           0,        1477,      -4.671132511,      -1.601870279,      -2.030583805,      0.6512720735
          0,           0,        1478,      -4.671708629,      -1.604524643,      -2.021702201,      0.6689530718
          0,           0,        1479,      -4.677156787,      -1.608677386,      -2.035370785,      0.6483869339
          0,           0,        1480,      -4.675037774,       -1.61157933,      -2.031843299,      0.6472132105
          0,           0,        1481,      -4.683952595,      -1.615379691,      -2.038521173,      0.6427056509
          0,           0,        1482,      -4.682908332,      -1.618703501,      -2.032820432,       0.640464189
          0,           0,        1483,      -4.690926415,      -1.622455299,      -2.040636182,      0.6425790189
          0,           0,        1484,      -4.687383663,      -1.625661229,      -2.031858555,       0.645125423
          0,           0,        1485,      -4.692275947,      -1.628757879,      -2.041354389,      0.6518987253
          0,           0,        1486,      -4.687827232,      -1.631337854,      -2.029312782,      0.6606127723
          0,           0,        1487,      -4.687327589,      -1.633163851,      -2.041255632,      0.6712608861
          0,           0,        1488,      -4.684742283,      -1.633132824,      -2.026583267,      0.6825288577
          0,           0,        1489,      -4.676123107,      -1.632846542,      -2.041284226,      0.6937511364
          0,           0,        1490,      -4.683391482,      -1.628023227,      -2.027374048,      0.6931431262
          0,           0,        1491,      -4.648547339,      -1.626127728,      -1.999697306,      0.7434354076
          0,           0,        1492,      -4.667193962,      -1.624479648,      -2.035557822,      0.7156188817
          0,           0,        1493,      -4.675045757,      -1.616891205,      -2.036059692,      0.7047800818
          0,           0,        1494,      -4.637268824,      -1.611318907,      -2.008813305,      0.7521630138
          0,           0,        1495,      -4.637602579,       -1.60860607,      -2.042167296,      0.7347779413
          0,           0,        1496,      -4.647151863,      -1.603672063,      -2.038802821,      0.7105337764
          0,           0,        1497,      -4.606469659,      -1.601793721,      -2.000059748,       0.769319956
          0,           0,        1498,      -4.616699653,      -1.598017577,      -2.049616267,      0.7410309951
          0,           0,        1499,      -4.630117764,      -1.595257164,      -2.042565464,       0.711219036
          0,           0,        1500,      -4.596000534,      -1.595399089,      -2.001185839,      0.7652113427
          0,           0,        1501,      -4.621306623,      -1.593345872,      -2.054592357,      0.7224423478
          0,           0,        1502,      -4.637764335,      -1.592108927,      -2.046543922,      0.6960483944
          0,           0,        1503,       -4.60508144,      -1.592766788,      -2.008084416,      0.7500461937
          0,           0,        1504,       -4.63882641,       -1.59354645,      -2.054796793,      0.6960800486
          0,           0,        1505,      -4.645525111,      -1.594318679,      -2.045575604,      0.6883575434
          0,           0,        1506,      -4.612681369,      -1.594741935,      -2.010865275,      0.7440311142
          0,           0,        1507,      -4.654212233,      -1.597891483,      -2.050306092,      0.6848258053
          0,           0,        1508,      -4.653986912,      -1.600769978,      -2.041027699,      0.6875405453
          0,           0,        1509,      -4.623582025,      -1.601718605,      -2.008036753,      0.7343391071
          0,           0,        1510,      -4.673869053,      -1.605902004,      -2.047671928,      0.6734490708
          0,           0,        1511,      -4.670859437,      -1.609594869,      -2.039910812,      0.6764222828
          0,           0,        1512,      -4.692697093,      -1.613736747,      -2.050543695,       0.661258462
          0,           0,        1513,      -4.686565414,      -1.616853591,      -2.044729409,      0.6564383614
          0,           0,        1514,      -4.663001061,      -1.620399002,       -2.00863932,      0.6896247048
          0,           0,        1515,      -4.713283109,      -1.623083596,      -2.055390341,      0.6355901357
          0,           0,        1516,      -4.702547154,      -1.625101182,      -2.048812867,      0.6428751662
          0,           0,        1517,      -4.703019609,      -1.626682036,      -2.062669206,      0.6437759377
          0,           0,        1518,       -4.69489339,      -1.627912118,      -2.056798316,      0.6488634166
          0,           0,        1519,      -4.692079634,      -1.628032343,      -2.067642277,      0.6491916337
          0,           0,        1520,      -4.690346696,      -1.627986057,      -2.060701175,      0.6546648696
          0,           0,        1521,      -4.671768927,      -1.630166212,      -2.025898362,       0.697266228
          0,           0,        1522,      -4.686304466,      -1.628786314,      -2.070005156,      0.6561163267
          0,           0,        1523,      -4.686124089,      -1.628051758,      -2.065599515,      0.6620030817
          0,           0,        1524,      -4.669237651,      -1.625850617,      -2.077801318,      0.6622717901
          0,           0,        1525,      -4.666914947,      -1.622199916,       -2.06703769,      0.6682789192
          0,           0,        1526,      -4.652617486,      -1.623570717,      -2.026644193,      0.7096252121
          0,           0,        1527,      -4.668380161,      -1.620343295,      -2.080280597,      0.6630307747
          0,           0,        1528,      -4.665177208,      -1.617912182,       -2.06999979,      0.6677513947
          0,           0,        1529,      -4.646582253,      -1.617393037,      -2.027720223,      0.7111828512
          0,           0,        1530,      -4.658109978,      -1.614533134,      -2.080704152,       0.674663351
          0,           0,        1531,      -4.663279711,      -1.612127558,       -2.07087392,      0.6650929868
          0,           0,        1532,      -4.646234505,      -1.611040465,      -2.027817132,      0.7048462082
          0,           0,        1533,      -4.650919883,      -1.609581946,       -2.07621696,      0.6834365959
          0,           0,        1534,      -4.665856671,      -1.609460162,      -2.067286072,      0.6620696504
          0,           0,        1535,      -4.645630077,       -1.60905516,      -2.024468403,       0.705026638
          0,           0,        1536,      -4.654894991,      -1.608459222,      -2.070227755,      0.6893463758
          0,           0,        1537,      -4.677733466,      -1.609688897,      -2.063572117,      0.6575024592
          0,           0,        1538,      -4.652616612,      -1.609447478,      -2.023040707,      0.7041215899
          0,           0,        1539,       -4.66961926,      -1.609210561,      -2.069566293,      0.6823948269
          0,           0,        1540,      -4.691787493,      -1.610498621,      -2.063323855,       0.651028628
          0,           0,        1541,      -4.661101838,      -1.609590946,      -2.022910846,      0.7020751434
          0,           0,        1542,      -4.686082479,      -1.610187681,      -2.071814808,      0.6662235361
          0,           0,        1543,      -4.701224471,      -1.610964153,      -2.064258517,      0.6445028391
          0,           0,        1544,      -4.666980088,        -1.6092676,      -2.020274465,      0.6985708957
          0,           0,        1545,      -4.701619414,      -1.611065674,      -2.073118906,      0.6465427812
          0,           0,        1546,      -4.708451342,      -1.611444137,      -2.063267602,      0.6368260951
          0,           0,        1547,      -4.672561394,      -1.609502021,      -2.015855928,      0.6917205901
          0,           0,        1548,      -4.714815671,      -1.612232103,      -2.071720785,      0.6276142397
          0,           0,        1549,      -4.714717377,      -1.612511411,      -2.059929777,       0.627097478
          0,           0,        1550,       -4.67790233,      -1.610922365,      -2.011183943,      0.6822891495
          0,           0,        1551,      -4.724078859,      -1.614075041,      -2.067342301,       0.613615563
          0,           0,        1552,      -4.719847562,      -1.614495001,      -2.055016629,      0.6168542365
          0,           0,        1553,      -4.720871129,      -1.617489835,      -2.062498056,      0.6189140995
          0,           0,        1554,      -4.720959604,      -1.617868846,      -2.052513873,       0.608715356
          0,           0,        1555,       -4.71873475,      -1.620251507,      -2.057502123,      0.6179128292
          0,           0,        1556,      -4.723334484,      -1.621119672,      -2.046440391,      0.6043383751
          0,           0,        1557,      -4.717058153,       -1.62273679,       -2.05222475,       0.617766813
          0,           0,        1558,      -4.724031329,      -1.624102473,      -2.039798756,      0.6047680131
          0,           0,        1559,      -4.711916586,      -1.624672432,       -2.04692384,      0.6222112127
          0,           0,        1560,      -4.720672852,      -1.626407458,      -2.033229279,       0.612165712
          0,           0,        1561,      -4.702376678,      -1.625789829,      -2.041499842,      0.6343863914
          0,           0,        1562,      -4.714212976,       -1.62771523,      -2.027052872,      0.6260710619
          0,           0,        1563,       -4.68957053,      -1.625898571,      -2.035659184,      0.6529323723
          0,           0,        1564,      -4.704585452,      -1.627561941,      -2.021191691,      0.6462582856
          0,           0,        1565,      -4.674959555,      -1.624623836,      -2.029202864,      0.6752733613
          0,           0,        1566,      -4.691538113,      -1.624970016,      -2.016284578,      0.6706395635
          0,           0,        1567,         -4.659466,      -1.620923349,      -2.023003355,      0.6990124179
          0,           0,        1568,      -4.677897529,      -1.618735543,      -2.012917375,      0.6916298559
          0,           0,        1569,      -4.647866772,      -1.613890821,      -2.018155256,      0.7172296382
          0,           0,        1570,      -4.668910372,       -1.60948551,      -2.010528794,      0.7031195871
          0,           0,        1571,      -4.628014224,      -1.608711878,       -1.97618005,      0.7670123823
          0,           0,        1572,      -4.649742842,      -1.604729968,      -2.009731862,      0.7252014082
          0,           0,        1573,      -4.669412728,       -1.59986342,      -2.008219489,      0.7011114489
          0,           0,        1574,      -4.636313005,      -1.597455998,      -1.970694843,      0.7602691862
          0,           0,        1575,       -4.64888558,      -1.592734737,      -2.017651113,      0.7303599545
          0,           0,        1576,      -4.680097011,      -1.588419909,       -2.01369661,      0.6915377298
          0,           0,        1577,      -4.655334252,      -1.587244817,      -1.972050364,      0.7406669561
          0,           0,        1578,      -4.650045165,      -1.582200239,      -2.024443929,      0.7312065596
          0,           0,        1579,      -4.692446472,       -1.57953871,      -2.017916614,      0.6771298591
          0,           0,        1580,      -4.674488822,      -1.579042005,      -1.978492932,      0.7202696764
          0,           0,        1581,      -4.654631844,      -1.574942275,      -2.024328093,      0.7319760875
          0,           0,        1582,      -4.706070484,      -1.572957649,      -2.018396838,      0.6662615627
          0,           0,        1583,      -4.687224736,        -1.5721953,      -1.981282047,      0.7122157962
          0,           0,        1584,      -4.673663209,      -1.569988175,      -2.019458854,      0.7178327017
          0,           0,        1585,      -4.720511212,       -1.56826279,      -2.012849398,      0.6574655851
          0,           0,        1586,      -4.693618001,      -1.567017312,      -1.973002386,      0.7122156045
          0,           0,        1587,      -4.696374533,      -1.566834259,      -2.012117909,      0.6952538067
          0,           0,        1588,      -4.728421859,       -1.56534757,       -2.00385599,      0.6523632736
          0,           0,        1589,      -4.692227557,      -1.563576514,      -1.958638361,      0.7167775962
          0,           0,        1590,      -4.707253873,      -1.565479216,      -2.002622124,      0.6834431982
          0,           0,        1591,      -4.725730365,      -1.564228386,      -1.993681676,      0.6543233509
          0,           0,        1592,      -4.698453277,      -1.568253929,       -1.99605387,      0.6897850649
          0,           0,        1593,      -4.712126113,      -1.567666542,      -1.988343812,      0.6619401292
          0,           0,        1594,      -4.690216084,      -1.571838359,      -1.988610403,      0.6999288331
          0,           0,        1595,      -4.698923897,      -1.571369504,      -1.981064137,      0.6765624479
          0,           0,        1596,      -4.681441984,      -1.574052794,      -1.983304549,      0.7082200903
          0,           0,        1597,      -4.686051534,      -1.574035246,      -1.972804288,      0.6876677676
          0,           0,        1598,      -4.665891009,      -1.574572541,      -1.978509991,      0.7225619815
          0,           0,        1599,      -4.671655969,      -1.575061589,       -1.96320366,      0.7030867977
          0,           0,        1600,      -4.648141193,      -1.573026969,      -1.973152546,      0.7417555219
          0,           0,        1601,      -4.658899894,       -1.57359761,       -1.95278275,      0.7211432859
          0,           0,        1602,      -4.631188692,      -1.569193094,      -1.965422075,      0.7610684165
          0,           0,        1603,      -4.647453398,      -1.568724485,      -1.942328703,      0.7398420863
          0,           0,        1604,      -4.618061271,      -1.562862097,      -1.954837668,       0.774914328
          0,           0,        1605,      -4.638576934,      -1.560269581,      -1.932511751,      0.7531017199
          0,           0,        1606,      -4.614194215,      -1.554483385,      -1.943328116,      0.7778267779
          0,           0,        1607,      -4.632814241,      -1.550140463,      -1.924542147,      0.7616626214
          0,           0,        1608,      -4.617197238,      -1.545600822,      -1.935411079,       0.774539017
          0,           0,        1609,      -4.631746969,       -1.54077656,      -1.920268512,       0.766487839
          0,           0,        1610,      -4.619916151,      -1.537770489,       -1.93189138,       0.773211234
          0,           0,        1611,      -4.635615646,       -1.53311811,       -1.91953119,      0.7666930295
          0,           0,        1612,      -4.622610601,      -1.531576303,      -1.930594573,      0.7713745002
          0,           0,        1613,      -4.640919171,      -1.526859972,      -1.918618982,      0.7633455297
          0,           0,        1614,      -4.628696068,      -1.526596399,      -1.928903668,      0.7648939315
          0,           0,        1615,       -4.64715903,      -1.521649711,      -1.913991092,      0.7561679229
          0,           0,        1616,      -4.635467974,      -1.522273906,      -1.924165444,      0.7574071637
          0,           0,        1617,      -4.651353615,      -1.517000172,      -1.905340912,      0.7498823629
          0,           0,        1618,      -4.638914765,      -1.518227862,      -1.916360215,      0.7539767037
          0,           0,        1619,      -4.650180036,       -1.51253317,      -1.894579511,       0.750164105
          0,           0,        1620,      -4.634775509,      -1.514363871,      -1.906797363,       0.760576037
          0,           0,        1621,      -4.587475543,      -1.515616918,      -1.894611449,      0.8211142384
          0,           0,        1622,      -4.599878907,      -1.514096258,      -1.897550827,      0.8054419037
          0,           0,        1623,      -4.600428943,      -1.508203917,      -1.874987967,       0.806838113
          0,           0,        1624,      -4.582222865,      -1.509089928,      -1.878713316,      0.8351151617
          0,           0,        1625,      -4.572272892,      -1.504128278,      -1.859212918,      0.8460088894
          0,           0,        1626,      -4.547667869,      -1.504732154,      -1.861571351,      0.8798840306
          0,           0,        1627,      -4.544337383,      -1.499936095,      -1.845916091,      0.8788659396
          0,           0,        1628,      -4.537234962,      -1.499074678,      -1.852330743,      0.8933603421
          0,           0,        1629,      -4.530559754,       -1.49444517,       -1.83322675,      0.8948072124
          0,           0,        1630,      -4.516759255,       -1.49045143,       -1.83842235,      0.9174468608
          0,           0,        1631,      -4.513432913,      -1.485239019,      -1.815577638,      0.9175301578
          0,           0,        1632,      -4.493602691,      -1.477677017,      -1.819236539,      0.9465527746
          0,           0,        1633,        -4.5045152,       -1.47101954,      -1.789175921,      0.9370241518
          0,           0,        1634,      -4.476244958,      -1.462078515,      -1.794683445,      0.9664873064
          0,           0,        1635,      -4.489238693,      -1.456676288,      -1.761924335,      0.9554092145
          0,           0,        1636,      -4.450875339,       -1.44861362,      -1.772826409,      0.9874326037
          0,           0,        1637,      -4.458500072,      -1.444128471,      -1.744830142,        0.98402307
          0,           0,        1638,      -4.413711489,      -1.436108321,       -1.75812122,       1.018960662
          0,           0,        1639,       -4.41929358,      -1.430683137,       -1.73702446,       1.017037641
          0,           0,        1640,      -4.376460656,      -1.422426871,      -1.746553356,        1.04896746
          0,           0,        1641,      -4.374569789,      -1.412840406,      -1.730925363,        1.05061824
          0,           0,        1642,      -4.346230803,      -1.402946894,      -1.728855304,       1.072731234
          0,           0,        1643,      -4.356809353,      -1.387736619,      -1.704083448,       1.064727664
          0,           0,        1644,      -4.340938562,      -1.381578706,      -1.701840648,        1.08535752
          0,           0,        1645,      -4.326880534,       -1.37488733,      -1.692328498,       1.106091235
          0,           0,        1646,      -4.286052207,       -1.36992636,      -1.691741717,       1.145709617
          0,           0,        1647,      -4.240124403,      -1.361169081,      -1.679956462,       1.180978276
          0,           0,        1648,      -4.186523477,      -1.350457475,      -1.651045301,       1.238667572
          0,           0,        1649,      -4.188568196,      -1.342441349,      -1.636799288,       1.228773189
          0,           0,        1650,      -4.149058482,      -1.327211565,      -1.587600602,       1.271197324
          0,           0,        1651,      -4.188004983,      -1.325970052,      -1.589707191,       1.248442382
          0,           0,        1652,       -4.19055654,      -1.317437015,      -1.550100192,       1.249080235
          0,           0,        1653,      -4.135346702,      -1.313685241,      -1.572628224,       1.319274591
          0,           0,        1654,      -4.145753027,      -1.317561088,      -1.600650512,       1.310022614
          0,           0,        1655,      -4.075544134,      -1.310788825,      -1.595767332,       1.368064615
          0,           0,        1656,      -4.092403652,      -1.297005782,      -1.554311025,       1.336222066
          0,           0,        1657,      -4.022342403,      -1.270576879,      -1.484092854,       1.414624959
          0,           0,        1658,      -4.059013728,      -1.271110943,      -1.499909217,       1.389663555
          0,           0,        1659,       -4.03368245,      -1.263599063,      -1.482418961,       1.429640073
          0,           0,        1660,      -4.008425169,      -1.262199653,      -1.508345475,       1.457333579
          0,           0,        1661,      -3.889248929,      -1.247935447,      -1.492040082,       1.559303724
          0,           0,        1662,      -3.876749921,      -1.225431837,      -1.424516293,       1.559834783
          0,           0,        1663,      -3.801988902,       -1.18879307,      -1.313359731,       1.642549334
          0,           0,        1664,      -3.889302438,      -1.192092904,      -1.342178406,       1.568337136
          0,           0,        1665,      -3.862172322,      -1.184665282,      -1.339076332,       1.609534719
          0,           0,        1666,      -3.854332029,      -1.186648064,      -1.400077781,       1.621389065
          0,           0,        1667,      -3.755364832,      -1.172591439,      -1.413858727,       1.703328122
          0,           0,        1668,      -3.796511375,      -1.146311465,      -1.328623968,        1.64823997
          0,           0,        1669,      -3.747673987,      -1.114080007,      -1.196307612,       1.702932576
          0,           0,        1670,      -3.800155016,      -1.123435781,      -1.262918991,       1.670426391
          0,           0,        1671,      -3.766711498,      -1.117429305,      -1.263567741,       1.715016899
          0,           0,        1672,      -3.699958077,      -1.117007281,      -1.324076967,       1.775709894
          0,           0,        1673,      -3.643311385,      -1.067321734,      -1.234143899,       1.805157109
          0,           0,        1674,      -3.576351023,      -1.023631017,       -1.10427937,       1.873512229
          0,           0,        1675,      -3.714664417,      -1.008950286,      -1.110119979,       1.751307005
          0,           0,        1676,      -3.687915486,      -1.009355803,      -1.001942646,       1.779125672
          0,           0,        1677,      -3.713805943,      -1.001521707,      -1.087877697,       1.778889161
          0,           0,        1678,      -3.689680612,     -0.9996605226,      -1.083373738,       1.807768369
          0,           0,        1679,      -3.670012937,      -1.008406566,       -1.12020407,       1.828654259
          0,           0,        1680,      -3.522388991,      -1.007376993,      -1.194636167,       1.956153509
          0,           0,        1681,      -3.461270107,     -0.8789905629,     -0.9851768634,        1.98811642
          0,           0,        1682,      -3.511221322,     -0.8553226148,     -0.8016146795,       1.933589011
          0,           0,        1683,      -3.585710359,     -0.8496405835,     -0.9076750852,       1.909293442
          0,           0,        1684,      -3.572722984,     -0.8442003978,     -0.8970452728,       1.939900654
          0,           0,        1685,      -3.556128077,     -0.8296348863,     -0.8976851278,       1.955125773
          0,           0,        1686,      -3.527594869,      -0.845335194,     -0.9236943933,       1.982450239
          0,           0,        1687,      -3.399184617,     -0.8473273599,       -1.03728718,       2.091202713
          0,           0,        1688,      -3.295844774,     -0.6965697808,     -0.8248532548,       2.162744085
          0,           0,        1689,      -3.530708951,     -0.6389042651,     -0.7469610689,       1.945416723
          0,           0,        1690,      -3.472144888,     -0.6205187677,     -0.6397318448,       2.010164404
          0,           0,        1691,      -3.455218758,     -0.6013905265,     -0.6776668536,       2.039604315
          0,           0,        1692,      -3.438947251,     -0.5955877177,     -0.6539680358,       2.062812795
          0,           0,        1693,       -3.39050363,     -0.6001762243,     -0.6726980737,       2.114515422
          0,           0,        1694,      -3.313617936,     -0.6080432459,     -0.7294497493,       2.190139654
          0,           0,        1695,      -3.178209202,     -0.5379606956,     -0.7707858512,       2.307279302
          0,           0,        1696,      -3.270971331,     -0.4782674255,     -0.5939929515,       2.227240071
          0,           0,        1697,      -3.285306388,     -0.4162897121,     -0.4538520448,       2.176427769
          0,           0,        1698,      -3.192959827,     -0.3640773013,     -0.5265795464,        2.25945886
          0,           0,        1699,      -3.063165348,     -0.3124432088,      -0.504986312,       2.386758856
          0,           0,        1700,      -2.973483098,     -0.2704207865,     -0.4487487794,       2.467351062
          0,           0,        1701,      -3.011797199,     -0.3088539656,     -0.4692292297,        2.44099559
          0,           0,        1702,      -3.106396247,     -0.3350284944,     -0.4596480917,       2.360551823
          0,           0,        1703,      -3.016246669,     -0.3110886692,     -0.4546777309,       2.448435116
          0,           0,        1704,      -2.903511529,      -0.281726366,     -0.4870645078,        2.56610472
          0,           0,        1705,      -2.937202813,     -0.2758715001,     -0.3898761065,       2.508941978
          0,           0,        1706,      -2.886775332,     -0.2437920634,     -0.4090902187,       2.539257056
          0,           0,        1707,      -2.853870629,     -0.2609346892,       -0.31378666,       2.612456858
          0,           0,        1708,      -2.894113756,     -0.1623838677,      -0.329438665,       2.555479081
          0,           0,        1709,      -2.804387163,     -0.1179363714,     -0.3154382566,       2.643003225
          0,           0,        1710,      -2.819543575,     -0.1293068288,     -0.2664096303,       2.640188398
          0,           0,        1711,      -2.771913012,    -0.04015348893,     -0.2205360844,       2.679776056
          0,           0,        1712,      -2.719575219,    -0.04770756262,     -0.2171638549,       2.756249446
          0,           0,        1713,      -2.650146128,    0.008641325224,      -0.154291055,       2.799114562
          0,           0,        1714,      -2.586764087,      0.1010724998,    -0.09672051865,       2.847499617
          0,           0,        1715,      -2.660847521,     0.05939575865,     -0.1096191408,        2.82881825
          0,           0,        1716,      -2.564498693,     0.09584213229,    -0.06440630446,       2.896442997
          0,           0,        1717,      -2.538535144,      0.1497091269,    -0.07113443867,       2.911424022
          0,           0,        1718,      -2.541898667,      0.1494496982,    -0.06592913634,       2.900071374
          0,           0,        1719,      -2.540643832,      0.1218511942,    -0.03802317498,       2.905898083
          0,           0,        1720,      -2.486820337,      0.1533452644,    -0.03201610046,         2.9556827
          0,           0,        1721,      -2.497156284,      0.1937931785,     0.08402974546,       2.947501024
          0,           0,        1722,      -2.533370796,      0.1752091103,     0.08480501552,       2.913173133
          0,           0,        1723,      -2.507958437,      0.1369970926,     0.05435208704,       2.951616318
          0,           0,        1724,      -2.450322309,      0.2155652001,     0.08537602798,       3.010231245
          0,           0,        1725,      -2.438715203,      0.2301227756,      0.2111155689,       3.013868798
          0,           0,        1726,      -2.440219873,      0.1540606857,      0.2058900765,       3.031207611
          0,           0,        1727,      -2.422643401,      0.2369757719,      0.1323925481,       3.009034764
          0,           0,        1728,       -2.47020662,      0.1547075747,      0.1215472056,       2.984115365
          0,           0,        1729,      -2.474139381,      0.1053150873,      0.1688841752,       2.982910915
          0,           0,        1730,      -2.476274992,      0.0483735566,     0.08301263736,       2.985121659
          0,           0,        1731,      -2.531082534,     0.00603061674,    -0.00726525492,       2.909519842
          0,           0,        1732,      -2.561945843,   -0.003785732887,    -0.03091089312,       2.897575595
          0,           0,        1733,       -2.55354454,    -0.02969387464,    -0.01706066961,       2.921489058
          0,           0,        1734,       -2.57950837,    -0.07247612972,     -0.1071724472,       2.875907658
          0,           0,        1735,      -2.603952599,     -0.1064416571,     -0.1179054683,       2.859038454
          0,           0,        1736,      -2.671691502,     -0.1480486658,     -0.1932756617,       2.761732252
          0,           0,        1737,      -2.635671282,     -0.1626060899,     -0.1232834492,       2.784294444
          0,           0,        1738,      -2.647376367,     -0.1737306711,     -0.1653242825,       2.794211584
          0,           0,        1739,      -2.655481807,       -0.16755282,     -0.1460717843,       2.780305273
          0,           0,        1740,      -2.731330193,     -0.1840959324,     -0.2072276596,        2.70918226
          0,           0,        1741,      -2.739457962,     -0.2077949009,     -0.2211181906,       2.693740986
          0,           0,        1742,      -2.690438253,     -0.2415530021,     -0.2764113413,       2.751469878
          0,           0,        1743,      -2.764951576,     -0.3151590208,     -0.2228396619,       2.674134163
          0,           0,        1744,      -2.779405599,      -0.327756316,     -0.2158230004,       2.655848356
          0,           0,        1745,      -2.884301031,     -0.3268228682,      -0.315515089,       2.538922946
          0,           0,        1746,      -2.876892222,     -0.3504085053,     -0.2923568702,       2.544515108
          0,           0,        1747,      -2.819973618,     -0.4012693668,     -0.4221645472,        2.61114618
          0,           0,        1748,      -2.796783464,     -0.4011201739,     -0.1584369853,       2.639352787
          0,           0,        1749,      -2.914992373,     -0.4059464496,     -0.3815507989,       2.513742467
          0,           0,        1750,      -2.974675428,     -0.4220178205,     -0.3423650578,       2.447971111
          0,           0,        1751,      -3.002303686,     -0.4295242152,     -0.4773120595,       2.417442036
          0,           0,        1752,      -2.979568759,     -0.4474668055,     -0.3729015926,       2.440980151
          0,           0,        1753,      -3.020976474,      -0.450039472,     -0.5183276563,       2.402243773
          0,           0,        1754,      -3.026733753,       -0.44792253,     -0.4817956912,        2.37964157
          0,           0,        1755,      -3.049882359,     -0.4295063457,     -0.5228554488,        2.36075015
          0,           0,        1756,      -3.045554823,     -0.4069128673,     -0.5408736283,       2.363707585
          0,           0,        1757,      -3.024027531,     -0.3922033926,     -0.5519428815,       2.404649417
          0,           0,        1758,       -3.04504117,     -0.3876772661,     -0.5680751545,       2.382833537
          0,           0,        1759,      -2.977044504,     -0.3741115953,     -0.5251012322,       2.449740663
          0,           0,        1760,      -2.875088781,     -0.3138116921,     -0.3693349019,       2.562727104
          0,           0,        1761,      -2.890009861,     -0.3401294839,     -0.4051789464,        2.57208811
          0,           0,        1762,      -2.783867121,       -0.32741595,     -0.3838733369,       2.667362643
          0,           0,        1763,      -2.862378469,     -0.3128682976,     -0.3120448382,       2.590111608
          0,           0,        1764,      -2.858752774,     -0.2645009965,     -0.3677591998,       2.526879089
          0,           0,        1765,      -2.852328867,     -0.2674716925,     -0.3698871664,       2.552369706
          0,           0,        1766,       -2.81338868,     -0.2326110641,     -0.3279084351,       2.514202289
          0,           0,        1767,      -2.836504108,     -0.2431275083,     -0.3091414947,       2.591800723
          0,           0,        1768,       -2.86148391,     -0.2241555451,     -0.3091274366,       2.556253172
          0,           0,        1769,       -2.79937118,     -0.2007868089,     -0.3088309368,       2.582344802
          0,           0,        1770,      -2.655917736,     -0.1689623454,     -0.2195437312,       2.694577579
          0,           0,        1771,      -2.657548807,     -0.1574327002,     -0.2468679347,       2.642065959
          0,           0,        1772,      -2.724563726,     -0.1568165409,      -0.272897796,       2.611813529
          0,           0,        1773,      -2.751432274,     -0.1643374502,     -0.2501065616,       2.612250827
          0,           0,        1774,      -2.775804559,     -0.1723873894,     -0.2457558088,       2.641158611
          0,           0,        1775,      -2.735778922,     -0.2544036351,     -0.2608302898,       2.607437699
          0,           0,        1776,      -2.758317854,     -0.2426303477,     -0.2409698027,       2.577670446
          0,           0,        1777,      -2.721235046,     -0.2593231672,     -0.2270433317,       2.555967174
          0,           0,        1778,      -2.714757504,     -0.2608468458,      -0.220497992,       2.566368378
          0,           0,        1779,      -2.717574584,     -0.2546904785,     -0.2182496919,       2.583665184
          0,           0,        1780,      -2.713105202,     -0.2486481722,     -0.2175200511,        2.59643537
          0,           0,        1781,      -2.703214962,     -0.2406784473,     -0.2193071506,       2.607789142
          0,           0,        1782,      -2.687775873,      -0.228350296,     -0.2214968928,       2.617442822
          0,           0,        1783,      -2.670150481,     -0.2195878689,     -0.2192687569,         2.6228465
          0,           0,        1784,      -2.654870698,     -0.2265933451,     -0.2272182581,       2.576081971
          0,           0,        1785,      -2.771555652,      -0.238658974,     -0.2584181954,       2.574877499
          0,           0,        1786,       -2.76138565,     -0.2393625392,      -0.271148635,       2.544907057
          0,           0,        1787,      -2.755533961,     -0.1965271929,     -0.2442466732,        2.65566839
          0,           0,        1788,      -2.781428628,     -0.2757894505,     -0.2478227725,       2.625523991
          0,           0,        1789,      -2.764622704,     -0.2306306111,     -0.2803260602,       2.682575528
          0,           0,        1790,      -2.817463969,     -0.2626130787,     -0.2912971899,       2.601183131
          0,           0,        1791,       -2.83739188,     -0.2514252159,     -0.3428874069,       2.580293469
